Wall time,Step,Value
1744246755.105545,162,0.25
1744246756.5496836,513,0.1666666716337204
1744246757.2789476,691,0.1875
1744246757.8804858,838,0.25
1744246762.6271594,1981,0.15909090638160706
1744246763.4714618,2181,0.1458333283662796
1744246766.003403,2781,0.11666666716337204
1744246766.6660051,2938,0.125
1744246767.491089,3138,0.11764705926179886
1744246768.825066,3458,0.1315789520740509
1744246769.6544883,3658,0.125
1744246770.4853501,3858,0.1190476194024086
1744246771.9725084,4211,0.1195652186870575
1744246772.8270457,4411,0.1145833358168602
1744246774.7591991,4877,0.11999999731779099
1744246775.2977722,5007,0.14000000059604645
1744246776.9494069,5407,0.10999999940395355
1744246777.382899,5512,0.11999999731779099
1744246779.186889,5950,0.15000000596046448
1744246779.8272688,6104,0.1599999964237213
1744246780.7616189,6332,0.20999999344348907
1744246781.2247047,6444,0.23000000417232513
1744246781.8623545,6600,0.23999999463558197
1744246782.5293117,6764,0.25
1744246783.1174788,6906,0.25999999046325684
1744246784.7301273,7296,0.4699999988079071
1744246784.972268,7355,0.5
1744246785.1935408,7409,0.5299999713897705
1744246785.264313,7426,0.5699999928474426
1744246785.348959,7446,0.5899999737739563
1744246785.643181,7518,0.6000000238418579
1744246786.2183888,7657,0.6600000262260437
1744246786.5644941,7741,0.6700000166893005
1744246787.0954163,7870,0.699999988079071
1744246787.5727084,7986,0.7799999713897705
1744246787.7942095,8040,0.7900000214576721
1744246787.86671,8057,0.8100000023841858
1744246787.9378111,8074,0.8399999737739563
1744246788.269102,8154,0.8799999952316284
1744246788.3407235,8171,0.8799999952316284
1744246788.4123816,8188,0.8799999952316284
1744246788.500247,8209,0.8999999761581421
1744246788.609559,8235,0.9200000166893005
1744246788.8580012,8295,0.9100000262260437
1744246789.3984432,8426,0.9100000262260437
1744246789.7141533,8502,0.8999999761581421
1744246789.889377,8544,0.9100000262260437
1744246790.2881305,8640,0.9200000166893005
1744246790.3562074,8656,0.9300000071525574
1744246790.7698562,8756,0.9300000071525574
1744246790.8420863,8773,0.9300000071525574
1744246790.9407992,8796,0.9399999976158142
1744246791.0574331,8824,0.9399999976158142
1744246791.3101044,8883,0.949999988079071
1744246791.406718,8905,0.949999988079071
1744246791.7516313,8985,0.949999988079071
1744246792.4402454,9145,0.9599999785423279
1744246792.6987116,9206,0.949999988079071
1744246792.9349637,9261,0.9599999785423279
1744246793.2069795,9326,0.9700000286102295
1744246793.4045455,9374,0.9700000286102295
1744246793.534927,9405,0.9700000286102295
1744246793.7847807,9466,0.9599999785423279
1744246794.0574634,9532,0.949999988079071
1744246794.3010144,9590,0.949999988079071
1744246794.4727337,9630,0.949999988079071
1744246794.531966,9644,0.949999988079071
1744246794.8583677,9722,0.949999988079071
1744246795.2773862,9823,0.9800000190734863
1744246795.357118,9842,0.9800000190734863
1744246795.4824169,9872,0.9800000190734863
1744246795.6916456,9923,0.9800000190734863
1744246795.7900236,9947,0.9800000190734863
1744246795.9561613,9987,0.9800000190734863
1744246796.082056,10017,0.9800000190734863
1744246796.2293575,10052,0.9800000190734863
1744246796.3597202,10083,1.0
1744246796.4230838,10098,1.0
1744246796.904119,10213,1.0
1744246796.9607115,10226,1.0
1744246797.2013714,10281,1.0
1744246797.3672636,10320,1.0
1744246797.6060884,10376,1.0
1744246798.206325,10519,1.0
1744246798.382477,10561,1.0
1744246798.4876597,10586,1.0
1744246798.6073363,10614,1.0
1744246798.6755779,10630,1.0
1744246798.7388086,10645,1.0
1744246798.872719,10676,1.0
1744246799.1287556,10736,1.0
1744246799.180241,10748,1.0
1744246799.2350767,10761,1.0
1744246799.429195,10807,1.0
1744246799.4922934,10822,1.0
1744246799.558945,10838,1.0
1744246799.6221979,10853,1.0
1744246799.8146214,10898,1.0
1744246799.8778086,10913,1.0
1744246800.0104482,10944,1.0
1744246800.0868876,10962,1.0
1744246800.1382291,10974,1.0
1744246800.217948,10993,1.0
1744246800.4731658,11054,1.0
1744246800.5562408,11074,1.0
1744246800.6223173,11089,1.0
1744246800.7290008,11114,1.0
1744246800.9773128,11173,1.0
1744246801.219175,11231,1.0
1744246801.2851582,11247,1.0
1744246801.3365688,11259,1.0
1744246801.4629824,11289,1.0
1744246801.5466168,11309,1.0
1744246801.616979,11326,1.0
1744246801.658975,11336,1.0
1744246801.7765312,11364,1.0
1744246801.9246664,11399,1.0
1744246802.085657,11438,1.0
1744246802.2152352,11469,1.0
1744246802.3639622,11505,1.0
1744246802.4382844,11523,1.0
1744246802.5582025,11552,1.0
1744246802.6281633,11569,1.0
1744246802.6749604,11580,1.0
1744246802.7416868,11596,1.0
1744246802.832768,11618,1.0
1744246802.9608467,11649,1.0
1744246803.019128,11663,1.0
1744246803.2726717,11724,1.0
1744246803.481614,11774,1.0
1744246803.6746476,11821,1.0
1744246803.7485805,11839,1.0
1744246803.8401868,11861,1.0
1744246803.8953538,11874,1.0
1744246803.965546,11891,1.0
1744246804.0820973,11919,1.0
1744246804.1438627,11934,1.0
1744246804.260149,11962,1.0
1744246804.3153687,11975,1.0
1744246804.3691683,11988,1.0
1744246804.4224372,12001,1.0
1744246804.5682302,12036,1.0
1744246804.7124236,12070,1.0
1744246804.7743778,12084,1.0
1744246804.8255236,12096,1.0
1744246805.0619085,12153,1.0
1744246805.10127,12162,1.0
1744246805.191544,12184,1.0
1744246805.26596,12202,1.0
1744246805.3764918,12228,1.0
1744246805.830968,12337,1.0
1744246805.920032,12358,1.0
1744246805.9947968,12376,1.0
1744246806.1483393,12412,1.0
1744246806.2201002,12429,1.0
1744246806.2909172,12446,1.0
1744246806.396288,12471,1.0
1744246806.5017588,12496,1.0
1744246806.6433039,12530,1.0
1744246806.7182612,12548,1.0
1744246806.832161,12575,1.0
1744246806.954728,12604,1.0
1744246807.0252502,12621,1.0
1744246807.1348982,12647,1.0
1744246807.213199,12666,1.0
1744246807.4610705,12726,1.0
1744246807.557152,12749,1.0
1744246807.607235,12761,1.0
1744246807.6778371,12778,1.0
1744246807.7361255,12792,1.0
1744246808.0046191,12856,1.0
1744246808.074906,12873,1.0
1744246808.1298642,12886,1.0
1744246808.2130044,12906,1.0
1744246808.2829227,12923,1.0
1744246808.3415642,12937,1.0
1744246808.553621,12988,1.0
1744246808.611773,13002,1.0
1744246808.6656418,13015,1.0
1744246808.712528,13026,1.0
1744246808.783052,13043,1.0
1744246808.9004834,13071,1.0
1744246808.954999,13084,1.0
1744246809.141528,13129,1.0
1744246809.2572515,13157,1.0
1744246809.5884016,13236,1.0
1744246809.6701276,13256,1.0
1744246809.728132,13270,1.0
1744246809.781836,13283,1.0
1744246809.8491576,13299,1.0
1744246810.086065,13356,1.0
1744246810.1485307,13371,1.0
1744246810.2614677,13398,1.0
1744246810.4087894,13433,1.0
1744246810.4705784,13448,1.0
1744246810.513375,13458,1.0
1744246810.567276,13471,1.0
1744246810.6916316,13501,1.0
1744246810.7453365,13514,1.0
1744246810.8038561,13528,1.0
1744246810.9400275,13561,1.0
1744246810.9865375,13572,1.0
1744246811.0326917,13583,1.0
1744246811.1070633,13601,1.0
1744246811.2237296,13629,1.0
1744246811.289407,13645,1.0
1744246811.4244642,13678,1.0
1744246811.5208132,13701,1.0
1744246811.57571,13714,1.0
1744246811.641501,13730,1.0
1744246811.7034273,13745,1.0
1744246811.7611728,13759,1.0
1744246811.8239696,13774,1.0
1744246811.8814907,13788,1.0
1744246812.1997447,13864,1.0
1744246812.257202,13878,1.0
1744246812.3630059,13903,1.0
1744246812.4206603,13917,1.0
1744246812.637275,13969,1.0
1744246812.7731683,14002,1.0
1744246812.8200164,14013,1.0
1744246812.8663352,14024,1.0
1744246813.0588057,14070,1.0
1744246813.0970488,14079,1.0
1744246813.1471848,14091,1.0
1744246813.201561,14104,1.0
1744246813.2716978,14121,1.0
1744246813.3280585,14134,1.0
1744246813.3863473,14148,1.0
1744246813.4401884,14161,1.0
1744246813.5069454,14177,1.0
1744246813.5698452,14192,1.0
1744246813.604417,14200,1.0
1744246813.6742387,14217,1.0
1744246813.7280927,14229,1.0
1744246813.7906122,14244,1.0
1744246813.8881552,14267,1.0
1744246814.0204823,14299,1.0
1744246814.140414,14329,1.0
1744246814.215763,14347,1.0
1744246814.4027684,14391,1.0
1744246814.4608088,14405,1.0
1744246814.5274036,14421,1.0
1744246814.589789,14436,1.0
1744246814.788344,14483,1.0
1744246814.8400924,14495,1.0
1744246814.9615605,14524,1.0
1744246815.0125988,14536,1.0
1744246815.1614392,14571,1.0
1744246815.2082977,14582,1.0
1744246815.413853,14630,1.0
1744246815.4563684,14640,1.0
1744246815.5970066,14673,1.0
1744246815.6564267,14687,1.0
1744246815.727193,14704,1.0
1744246815.8024056,14722,1.0
1744246815.8546355,14734,1.0
1744246815.913697,14748,1.0
1744246815.98052,14764,1.0
1744246816.0479658,14780,1.0
1744246816.1694326,14809,1.0
1744246816.239695,14826,1.0
1744246816.2986856,14840,1.0
1744246816.3660955,14856,1.0
1744246816.589827,14909,1.0
1744246816.6519144,14924,1.0
1744246816.6981046,14935,1.0
1744246816.740728,14945,1.0
1744246816.7875495,14956,1.0
1744246816.9009516,14983,1.0
1744246817.0100286,15009,1.0
1744246817.1201103,15035,1.0
1744246817.1826985,15050,1.0
1744246817.2412503,15064,1.0
1744246817.3386436,15087,1.0
1744246817.4009938,15102,1.0
1744246817.4557958,15115,1.0
1744246817.5816412,15145,1.0
1744246817.6717463,15166,1.0
1744246817.726595,15179,1.0
1744246817.8622735,15211,1.0
1744246817.9168336,15224,1.0
1744246818.1200528,15273,1.0
1744246818.178485,15287,1.0
1744246818.2295747,15299,1.0
1744246818.2760336,15310,1.0
1744246818.3387663,15324,1.0
1744246818.4007084,15339,1.0
1744246818.4593573,15353,1.0
1744246818.585053,15383,1.0
1744246818.6315765,15394,1.0
